title,url,category,filetype,slide_count,publishing_consultancy,description
"Human Resources Strategy Framework: Business Value Creation",https://flevy.com/browse/marketplace/human-resources-strategy-framework-business-value-creation-1972,"Organization, Change, & HR",PowerPoint,101,"Youssef AIT AKKI - The Horizon Strategy.","Explore our HR Strategy Framework PPT, crafted by industry experts, to align human capital with business goals and drive value creation in your organization."
"Effective Communication",https://flevy.com/browse/marketplace/effective-communication-3201,"Organization, Change, & HR",PowerPoint,93,"Operational Excellence Consulting","Developed by a Business Communications Consultant with global experience at Microsoft & IBM, this presentation is your pathway to mastering Effective Communication, providing you with strategies to enhance productivity and collaboration."
"Consulting Project Management Leadership & Team Effectiveness",https://flevy.com/browse/marketplace/consulting-project-management-leadership-and-team-effectiveness-692,"Organization, Change, & HR",PowerPoint,51,"Documents & Files","Enhance client relationships and team dynamics with this expert guide on interpersonal skills, created by industry professionals. Ideal for consultants."
"Workshop Facilitation Techniques (Volume 1)",https://flevy.com/browse/flevypro/workshop-facilitation-techniques-volume-1-3848,"Organization, Change, & HR",PowerPoint,28,"LearnPPT Consulting","Explore essential Workshop Facilitation Techniques by ex-McKinsey consultants to enhance engagement and drive effective group outcomes. Ideal for leaders."
"Board Governance Models",https://flevy.com/browse/flevypro/board-governance-models-3386,"Organization, Change, & HR",PowerPoint,25,"LearnPPT Consulting","Explore essential Board Governance Models in this expert PPT by an ex-McKinsey consultant. Enhance clarity, optimize roles, and drive corporate excellence."
"Matrix Organization: Balance of Power",https://flevy.com/browse/flevypro/matrix-organization-balance-of-power-3477,"Organization, Change, & HR",PowerPoint,27,"LearnPPT Consulting","Explore the intricacies of Matrix Organizations with insights on power dynamics from an ex-McKinsey consultant. Optimize efficiency and collaboration with practical templates."
"Value Mapping",https://flevy.com/browse/flevypro/value-mapping-2659,"Organization, Change, & HR",PowerPoint,19,"PPT Lab","Explore Value Mapping, a framework by ex-McKinsey consultants, designed to align performance metrics with stakeholder needs for sustainable value creation."
"Human Factors - The &quot;Dirty Dozen&quot;",https://flevy.com/browse/marketplace/human-factors-the-dirty-dozen-6771,"Organization, Change, & HR",PowerPoint,92,"RadVector  Consulting","Developed by a team of experts with global consulting experience at McKinsey, Deloitte, and  Capgemini."
"Form 003 Pre Start Briefing",https://flevy.com/browse/marketplace/form-003-pre-start-briefing-343,"Organization, Change, & HR",Word,2,gmclennan,"Pre start briefing template DOC for daily safety and shift meetings. Download Form 003 to streamline health and safety briefings and pre-job checklists."
"Leadership Development Toolkit",https://flevy.com/browse/marketplace/leadership-development-toolkit-9669,"Organization, Change, & HR",PowerPoint,450,"Domont Consulting","This toolkit was created by ex-McKinsey, Deloitte and BCG Management Consultants. It includes 450 PowerPoint slides, 5 Excel sheets and 16 minutes of Video training."
"Core Indicators of Inclusion",https://flevy.com/browse/flevypro/core-indicators-of-inclusion-6537,"Organization, Change, & HR",PowerPoint,25,"LearnPPT Consulting","Explore core indicators of Inclusion in this PPT by ex-McKinsey & Big 4 consultants. Gain insights on D&I metrics to enhance workplace integration."
"Octalysis Framework",https://flevy.com/browse/flevypro/octalysis-framework-9167,"Organization, Change, & HR",PowerPoint,37,"LearnPPT Consulting","Octalysis Framework PPT: Learn the 8 core drives of gamification to boost engagement. Download this detailed presentation template for strategy and design now."
"How to Conduct Consulting Interviews",https://flevy.com/browse/marketplace/how-to-conduct-consulting-interviews-743,"Organization, Change, & HR",PowerPoint,32,"Documents & Files","Master consulting interviews with this expert PPT guide. Created by industry veterans, it covers planning, execution, and synthesis for impactful insights."
"6 Pillars of Talent Management",https://flevy.com/browse/flevypro/6-pillars-of-talent-management-5271,"Organization, Change, & HR",PowerPoint,25,"LearnPPT Consulting","Talent management framework PPT: Learn the 6 Pillars of Talent Management with this strategic PowerPoint. Download to master best practices, models, and challenges."
"Digital Transformation: Next-gen Operating Model",https://flevy.com/browse/flevypro/digital-transformation-next-gen-operating-model-3976,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore a Next-gen Operating Model for digital transformation, crafted by ex-McKinsey & Big 4 consultants. Drive enterprise-wide impact with integrated strategies."
"Time-to-Value Management",https://flevy.com/browse/flevypro/time-to-value-management-3363,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore the Talent-to-Value Management framework by ex-McKinsey & Big 4 consultants. Align talent with value through a 4-step strategic approach."
"4 Areas of Strategic Governance for New Board Members",https://flevy.com/browse/flevypro/4-areas-of-strategic-governance-for-new-board-members-3783,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore strategic governance with insights from ex-McKinsey & Big 4 consultants. This PPT outlines 4 key areas and 12 critical questions for new Directors."
"Aon Hewitt Employee Engagement Model",https://flevy.com/browse/flevypro/aon-hewitt-employee-engagement-model-2677,"Organization, Change, & HR",PowerPoint,21,"PPT Lab","Drivers of employee engagement PPT: Explore the Aon Hewitt Employee Engagement Model with clear framework slides. Download this PPTX to enhance your engagement strategy."
"Corporate Social Responsibility (CSR) Opportunities",https://flevy.com/browse/flevypro/corporate-social-responsibility-csr-opportunities-3940,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","Corporate Social Responsibility examples PPT: Explore CSR opportunities, sustainability, and corporate philanthropy. Download this detailed CSR presentation now."
"Knowledge Management Toolkit",https://flevy.com/browse/marketplace/knowledge-management-toolkit-7217,"Organization, Change, & HR",PowerPoint,167,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Knowledge Management Initiatives."
"Kanban Board: Target Operating Model &#40;TOM&#41;",https://flevy.com/browse/marketplace/kanban-board-target-operating-model-tom-5960,"Organization, Change, & HR",Excel,,"Gerard Blokdijk","Optimize project management with this Kanban Board TOM template, crafted by industry experts. Enhance efficiency, risk management, and data governance."
"Create an Organizational Change Management Plan",https://flevy.com/browse/marketplace/create-an-organizational-change-management-plan-6291,"Organization, Change, & HR",PowerPoint,49,"RadVector  Consulting","Developed by a team of  experts with global consulting experience at McKinsey, Deloitte, and  Capgemini."
"McKinsey Talent-to-Value Framework",https://flevy.com/browse/marketplace/mckinsey-talent-to-value-framework-7699,"Organization, Change, & HR",PowerPoint,230,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Talent Management Initiatives."
"Leadership & Motivation Theories & Models",https://flevy.com/browse/marketplace/leadership-and-motivation-theories-and-models-1217,"Organization, Change, & HR",PowerPoint,237,"Operational Excellence Consulting","Developed by a seasoned Leadership Coach with global experience at industry leaders like Microsoft & IBM, this presentation is your guide to understanding and applying various leadership and motivation theories for leadership development."
"Corporate Sustainability Frameworks",https://flevy.com/browse/marketplace/corporate-sustainability-frameworks-6367,"Organization, Change, & HR",PowerPoint,130,"Operational Excellence Consulting","Developed by a Sustainability Consultant with global experience at Microsoft and IBM, this collection serves as your guide to Corporate Sustainability Frameworks, fostering sustainability excellence and enhancing stakeholder satisfaction."
"McKinsey 7S Framework",https://flevy.com/browse/marketplace/mckinsey-7s-framework-3169,"Organization, Change, & HR",PowerPoint,122,"Operational Excellence Consulting","Developed by a seasoned Organizational Change Expert with global experience at industry giants like Microsoft and IBM, this guide is key to empowering you to enhance organizational effectiveness and achieve a competitive advantage."
"Governance Review Template",https://flevy.com/browse/marketplace/governance-review-template-3338,"Organization, Change, & HR",PDF,1,consultfca,"Top review templates for governance and compliance boards. Download the Governance Review Template (PDF) to streamline board evaluations and compliance checks."
"Message Mapping Tool",https://flevy.com/browse/marketplace/message-mapping-tool-712,"Organization, Change, & HR",Excel,,"Demand Metric","Message Mapping Tool Excel: Download a structured communication template to prioritize, evaluate, and visualize key messages for effective presentations."
"5S Audit Checklist for Manufacturing Companies",https://flevy.com/browse/marketplace/5s-audit-checklist-for-manufacturing-companies-2680,"Organization, Change, & HR",PowerPoint,28,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive checklist is your pathway to achieving Operational Excellence through Lean Methodologies."
"Developing a Lean Culture",https://flevy.com/browse/marketplace/developing-a-lean-culture-1033,"Organization, Change, & HR",PowerPoint,46,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Lean - 5S Visual Workplace Organization",https://flevy.com/browse/marketplace/lean-5s-visual-workplace-organization-602,"Organization, Change, & HR",PowerPoint,123,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a step-by-step approach to implementing the Lean 5S Methodology."
"A Guide to Organisational Design",https://flevy.com/browse/marketplace/a-guide-to-organisational-design-1035,"Organization, Change, & HR",PowerPoint,19,"The Highway of Change","This presentation includes insights from a World HRD Congress Change Leader of Tomorrow awardee who has 50 years of experience in over 30 industry sectors, implementing 30 technologies in over 20 countries."
"McKinsey Organizational Structure Framework",https://flevy.com/browse/marketplace/mckinsey-organizational-structure-framework-7639,"Organization, Change, & HR",PowerPoint,237,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Organizational Design Initiatives."
"DACI &#40;Driver, Approver, Contributor, Informed&#41; Framework",https://flevy.com/browse/marketplace/daci-driver-approver-contributor-informed-framework-9391,"Organization, Change, & HR",PowerPoint,49,"Operational Excellence Consulting","Developed by a seasoned Management Consultant &#40;ex-Microsoft and IBM&#41;, this slide deck serves as a valuable resource, enhancing your proficiency in decision-making and team collaboration."
"Developing Effective Communication Skills",https://flevy.com/browse/marketplace/developing-effective-communication-skills-6564,"Organization, Change, & HR",PowerPoint,44,"UJ Consulting","Effective communication skills PPT: Learn key techniques, visuals, and frameworks to improve presentations and workplace interactions. Download the PPTX now."
"Strategic Decision Making",https://flevy.com/browse/flevypro/strategic-decision-making-4011,"Organization, Change, & HR",PowerPoint,30,"LearnPPT Consulting","Strategic Decision Making PPT: Learn the Mediating Assessments Protocol (MAP) to reduce judgment errors and cognitive biases in complex business decisions. Download now."
"Procurement Maturity Model",https://flevy.com/browse/flevypro/procurement-maturity-model-2962,"Organization, Change, & HR",PowerPoint,22,"LearnPPT Consulting","Explore the Procurement Maturity Model developed by ex-McKinsey & Big 4 consultants. Understand strategic evolution from transactional to competitive advantage."
"Learning Organization: 5 Building Blocks",https://flevy.com/browse/flevypro/learning-organization-5-building-blocks-3827,"Organization, Change, & HR",PowerPoint,37,"LearnPPT Consulting","Explore the 5 building blocks of a Learning Organization, crafted by ex-McKinsey & Big 4 consultants. Enhance knowledge transfer and competitive advantage."
"Innovation Strategies & Leaders",https://flevy.com/browse/flevypro/innovation-strategies-and-leaders-3034,"Organization, Change, & HR",PowerPoint,19,"LearnPPT Consulting","Explore innovation leadership with insights from ex-McKinsey and Big 4 consultants. Learn key strategies, attributes, and frameworks to drive organizational success."
"Reorganization: New Organization Effectiveness",https://flevy.com/browse/flevypro/reorganization-new-organization-effectiveness-2700,"Organization, Change, & HR",PowerPoint,16,"LearnPPT Consulting","Explore a 100-day reorganization plan crafted by ex-McKinsey and Big 4 consultants. Enhance organization effectiveness with proven strategies and templates."
"Causal Model of Organizational Performance and Change",https://flevy.com/browse/flevypro/causal-model-of-organizational-performance-and-change-1982,"Organization, Change, & HR",PowerPoint,17,"PPT Lab","Explore the Burke-Litwin Model, crafted by ex-McKinsey & Big 4 consultants, to analyze and manage organizational change effectively."
"Coaching and Mentoring",https://flevy.com/browse/marketplace/coaching-and-mentoring-5363,"Organization, Change, & HR",PowerPoint,66,"Gafford Consulting","Presentation on coaching and mentoring PPT: Learn key coaching skills, leadership styles, and mentoring techniques for managers and executives. Download now."
"Strategic Decision Making Toolkit",https://flevy.com/browse/marketplace/strategic-decision-making-toolkit-7407,"Organization, Change, & HR",PowerPoint,140,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Strategic Decision Initiatives."
"Turnover Report and Dashboard",https://flevy.com/browse/marketplace/turnover-report-and-dashboard-9093,"Organization, Change, & HR",Excel,,"Improve Your Excel","Turnover report template Excel: Get a ready-to-use employee turnover report and dashboard (XLSX) for tracking, analysis, and business insights. Download now."
"Snapshot Guide to Better Known Change Management Models/Methodologies",https://flevy.com/browse/marketplace/snapshot-guide-to-better-known-change-management-models-methodologies-1061,"Organization, Change, & HR",PowerPoint,68,"The Highway of Change","This presentation includes insights from a World HRD Congress Change Leader of Tomorrow awardee who has 50 years of experience in over 30 industry sectors, implementing 30 technologies in over 20 countries."
"Building a World Class HR Operations",https://flevy.com/browse/marketplace/building-a-world-class-hr-operations-6386,"Organization, Change, & HR",PowerPoint,102,"UJ Consulting","UJ Consulting"
"Plan for Performance Methodology",https://flevy.com/browse/marketplace/plan-for-performance-methodology-746,"Organization, Change, & HR",PowerPoint,66,"Documents & Files","Explore the PLAN Methodology for dynamic strategic planning, crafted by ex-top-tier consultants. Enhance your business strategy with proven frameworks and insights."
"Fit for Growth",https://flevy.com/browse/flevypro/fit-for-growth-6058,"Organization, Change, & HR",PowerPoint,30,"LearnPPT Consulting","Explore the Fit for Growth framework by ex-McKinsey consultants. Assess strategic priorities, transform costs, and optimize organizational design for sustainable growth."
"Return on Training Investment &#40;ROTI&#41;",https://flevy.com/browse/flevypro/return-on-training-investment-roti-5565,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Discover a structured 4-step approach to calculate Return on Training Investment (ROTI) developed by ex-McKinsey & Big 4 consultants. Optimize training ROI."
"Agile Talent Acquisition Strategy",https://flevy.com/browse/flevypro/agile-talent-acquisition-strategy-7142,"Organization, Change, & HR",PowerPoint,33,"LearnPPT Consulting","Talent acquisition strategy framework PPT: Learn agile recruitment tactics, templates, and presentation-ready slides. Download the Agile Talent Acquisition Strategy PPT now."
"Process Communication Model &#40;PCM&#41;: Personality Types",https://flevy.com/browse/flevypro/process-communication-model-pcm-personality-types-5642,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","PCM PPT: Learn the Process Communication Model and its 6 personality types to improve communication and teamwork. Download this detailed PowerPoint template now."
"Business Process Maturity Model (BPMM) Series: Managed",https://flevy.com/browse/flevypro/business-process-maturity-model-bpmm-series-managed-4311,"Organization, Change, & HR",PowerPoint,26,"LearnPPT Consulting","Business Process Maturity Model (BPMM) PPTX: Learn key process maturity stages and frameworks. Download this detailed BPMM series slide deck to manage and improve processes."
"Sustainability-based Management Primer",https://flevy.com/browse/flevypro/sustainability-based-management-primer-5109,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Explore our Sustainability-Based Management Primer, crafted by ex-McKinsey and Big 4 consultants. Gain insights on integrating sustainability for enhanced performance."
"Four A's of Succession Management",https://flevy.com/browse/flevypro/four-as-of-succession-management-3182,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore the Four A's of Succession Management framework by ex-McKinsey and Big 4 consultants. Enhance leadership pipelines with strategic alignment, assessment, and advancement."
"Maintaining Energy-to-Change",https://flevy.com/browse/flevypro/maintaining-energy-to-change-3173,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","Explore this PPT by ex-McKinsey and Big 4 consultants on maintaining Energy-to-Change for successful business transformations. Key strategies included."
"Adaptive Leadership Team Development",https://flevy.com/browse/flevypro/adaptive-leadership-team-development-3349,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore Adaptive Leadership Team Development, crafted by ex-McKinsey and Big 4 consultants. Enhance your team's adaptability with proven frameworks and insights."
"Time Management by Six-box To-do List",https://flevy.com/browse/flevypro/time-management-by-six-box-to-do-list-3368,"Organization, Change, & HR",PowerPoint,19,"LearnPPT Consulting","Optimize productivity with the Six-box To-do List, crafted by ex-McKinsey & Big 4 consultants. Align tasks with strategic goals for enhanced focus."
"IT Decision Making Framework",https://flevy.com/browse/flevypro/it-decision-making-framework-2884,"Organization, Change, & HR",PowerPoint,20,"LearnPPT Consulting","Explore this IT Decision Making Framework by ex-McKinsey and Big 4 consultants. Optimize centralized vs. decentralized strategies for global IT governance."
"Global Talent Innovation",https://flevy.com/browse/flevypro/global-talent-innovation-3732,"Organization, Change, & HR",PowerPoint,30,"LearnPPT Consulting","Explore the Global Talent Innovation Model by ex-McKinsey consultants. Transform talent strategies with actionable insights and a tailored approach for success."
"Psychology of Change Management",https://flevy.com/browse/flevypro/psychology-of-change-management-3430,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","Explore the psychology behind effective change management with insights from ex-McKinsey & Big 4 consultants. Drive sustainable performance improvements today."
"Digital Talent Lifecycle",https://flevy.com/browse/flevypro/digital-talent-lifecycle-3193,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore the Digital Talent Lifecycle framework by ex-McKinsey & Big 4 consultants. Enhance talent strategy with insights on planning, acquisition, development, and retention."
"Empowering Small Teams",https://flevy.com/browse/flevypro/empowering-small-teams-3389,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Explore strategies to empower small teams in Agile organizations, crafted by ex-McKinsey & Big 4 consultants. Drive agility and high performance today."
"ISO 37001:2016 &#40;Anti-Bribery Management Systems&#41; Awareness",https://flevy.com/browse/marketplace/iso-370012016-anti-bribery-management-systems-awareness-3401,"Organization, Change, & HR",PowerPoint,54,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft & IBM, this presentation helps to raise ISO 37001 awareness and enhance anti-bribery management for business excellence."
"Change Management Strategy: Software Implementation",https://flevy.com/browse/marketplace/change-management-strategy-software-implementation-8171,"Organization, Change, & HR",PowerPoint,32,"Gafford Consulting","Created by a Senior IT Change Manager with experience working with Deloitte, PwC, EY, US Fortune 500 organizations and Global Brands.  15 Plus years delivering on Change Management Strategies."
"ISO 45001:2018 OH&S Management Systems Awareness Program",https://flevy.com/browse/marketplace/iso-450012018-ohands-management-systems-awareness-program-5958,"Organization, Change, & HR",PowerPoint,41,"Quality Professionals Group","ISO 45001 PPT: Get the 2018 OH&S Management Systems Awareness Program. Learn key standards, training essentials, and compliance steps. Download the PPT now."
"Effective Client Communication",https://flevy.com/browse/marketplace/effective-client-communication-2446,"Organization, Change, & HR",PowerPoint,46,"Operational Excellence Consulting","Developed by a Business Communications Consultant with global experience at Microsoft and IBM, this presentation is your key to mastering Effective Client Communication, providing you with strategies to build strong client relationships."
"Kamishibai Boards",https://flevy.com/browse/marketplace/kamishibai-boards-5512,"Organization, Change, & HR",PowerPoint,20,FranklinGood,"Kamishibai board template PPTX for lean audits and visual management. Get ready-to-use digital Kamishibai boards to streamline your workflow. Download now."
"Behavioral Competency Based Interviews Guide",https://flevy.com/browse/marketplace/behavioral-competency-based-interviews-guide-242,"Organization, Change, & HR",PowerPoint,35,Busintellect,"Enhance your hiring process with this Behavioral Competency Based Interviews Guide, crafted by industry experts. Streamline evaluations with targeted questions and rating scales."
"ISO 20121:2012 &#40;Event Sustainability&#41; Awareness Training",https://flevy.com/browse/marketplace/iso-201212012-event-sustainability-awareness-training-5559,"Organization, Change, & HR",PowerPoint,63,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft & IBM, this presentation helps to raise ISO 20121 awareness and enhance event sustainability and responsible management."
"Obeya - The Brain of your Project",https://flevy.com/browse/marketplace/obeya-the-brain-of-your-project-6737,"Organization, Change, & HR",PowerPoint,29,"RadVector  Consulting","Developed by a team of  experts with global consulting experience at McKinsey, Deloitte, and  Capgemini."
"HR Coaching & Mentoring Strategy",https://flevy.com/browse/marketplace/hr-coaching-and-mentoring-strategy-5978,"Organization, Change, & HR",PowerPoint,24,"UJ Consulting","HR Coaching & Mentoring Strategy PPT: Download a detailed presentation on coaching methods, mentoring frameworks, and employee development tools."
"How to Become More Assertive",https://flevy.com/browse/marketplace/how-to-become-more-assertive-6360,"Organization, Change, & HR",PowerPoint,70,"UJ Consulting","How to Become More Assertive PPT: Learn assertiveness skills, communication techniques, body language, and saying no frameworks. Download this soft skills guide now."
"TWI Program: Job Relations &#40;JR&#41; Training",https://flevy.com/browse/marketplace/twi-program-job-relations-jr-training-613,"Organization, Change, & HR",PowerPoint,97,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with a proven track record at Microsoft, IBM and Panasonic, this presentation is your gateway to mastering TWI Job Relations for achieving Operational Excellence through Lean Methodologies."
"TWI Program: Job Methods &#40;JM&#41; Training",https://flevy.com/browse/marketplace/twi-program-job-methods-jm-training-1505,"Organization, Change, & HR",PowerPoint,105,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with a proven track record at Microsoft, IBM and Panasonic, this presentation is your gateway to mastering TWI Job Methods for achieving Operational Excellence through Lean Methodologies."
"PMP Stakeholder Management",https://flevy.com/browse/marketplace/pmp-stakeholder-management-1519,"Organization, Change, & HR",PowerPoint,51,gureser,"Master stakeholder management with this comprehensive PMP guide, crafted by industry experts. Enhance your project success through effective analysis and engagement strategies."
"Silly Cow Exercise",https://flevy.com/browse/marketplace/silly-cow-exercise-5397,"Organization, Change, & HR",PowerPoint,23,"Operational Excellence Consulting","Developed by a seasoned Design Thinking Consultant with a wealth of experience at industry giants like Microsoft and IBM, this exercise enhances team bonding and readies participants for tailored ideation sessions."
"Organization Structure",https://flevy.com/browse/marketplace/organization-structure-6116,"Organization, Change, & HR",PowerPoint,56,"UJ Consulting","UJ Consulting"
"Re-engagement after Restructuring",https://flevy.com/browse/flevypro/re-engagement-after-restructuring-5451,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Explore a comprehensive framework for employee re-engagement post-restructuring, crafted by ex-McKinsey and Big 4 consultants. Enhance morale and productivity."
"M&A-driven Organizational Design",https://flevy.com/browse/flevypro/manda-driven-organizational-design-3203,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","Explore our M&A-driven Organizational Design framework, crafted by ex-McKinsey and Big 4 consultants. Navigate strategic planning, modeling, and implementation with actionable insights."
"6 Leadership Mindsets",https://flevy.com/browse/flevypro/6-leadership-mindsets-3656,"Organization, Change, & HR",PowerPoint,20,"LearnPPT Consulting","6 Leadership Mindsets PPT: Explore Antisocial, Individualistic, Achiever & more. Download this leadership framework presentation to assess and develop your team."
"4 Stages of Disruption",https://flevy.com/browse/flevypro/4-stages-of-disruption-5265,"Organization, Change, & HR",PowerPoint,27,"LearnPPT Consulting","Explore the 4 Stages of Disruption framework by ex-McKinsey consultants. Gain insights into market evolution, strategic decision-making, and innovation dynamics."
"Digital Transformation: Workforce Digitization",https://flevy.com/browse/flevypro/digital-transformation-workforce-digitization-3969,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore a comprehensive framework on Workforce Digitization, crafted by ex-McKinsey and Big 4 consultants. Enhance agility and performance amidst automation challenges."
"Strategy and Finance Alignment",https://flevy.com/browse/flevypro/strategy-and-finance-alignment-3684,"Organization, Change, & HR",PowerPoint,22,"LearnPPT Consulting","Explore a strategic framework by ex-McKinsey & Big 4 consultants on aligning Finance with corporate strategy. Discover 5 key governance elements for optimal performance."
"Team Resilience",https://flevy.com/browse/flevypro/team-resilience-4173,"Organization, Change, & HR",PowerPoint,22,"LearnPPT Consulting","Developed by ex-McKinsey and Big 4 consultants, this PPT outlines a 4-phase framework for building Team Resilience in organizations."
"Centralization and Decentralization",https://flevy.com/browse/flevypro/centralization-and-decentralization-2538,"Organization, Change, & HR",PowerPoint,15,"PPT Lab","Centralization and decentralization PPT: Learn key concepts, advantages, and differences. Download this professional presentation to master organizational structures now."
"Chief Compliance Officer &#40;CCO&#41; Toolkit",https://flevy.com/browse/marketplace/chief-compliance-officer-cco-toolkit-7546,"Organization, Change, & HR",PowerPoint,170,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Compliance Initiatives."
"Corporate Feedback Toolkit",https://flevy.com/browse/marketplace/corporate-feedback-toolkit-8509,"Organization, Change, & HR",PowerPoint,140,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Peformance Management Initiatives."
"Employee Training Tracker – Excel Template",https://flevy.com/browse/marketplace/employee-training-tracker-excel-template-9474,"Organization, Change, & HR",Excel,,"Improve Your Excel","Training tracking Excel template to monitor employee progress and certification. Get the Employee Training Tracker – Excel Template (XLSX) for easy training logs and schedules."
"FCM 2 - CM Models, Lewin, Kotter, Prosci & Highway of Change",https://flevy.com/browse/marketplace/fcm-2-cm-models-lewin-kotter-prosci-and-highway-of-change-6155,"Organization, Change, & HR",PowerPoint,58,"The Highway of Change","This presentation includes insights from a World HRD Congress Change Leader of Tomorrow awardee who has 50 years of experience in over 30 industry sectors, implementing 30 technologies in over 20 countries."
"Organizational Development Mastery: Diagnosing and Enhancing",https://flevy.com/browse/marketplace/organizational-development-mastery-diagnosing-and-enhancing-8968,"Organization, Change, & HR",PowerPoint,58,"People Performance Consulting","People Performance Consulting excels in HR strategy and performance management. With top-notch expertise and global reach, we&#039;ve delivered HR tools to over 30 countries and served 100 leading companies worldwide."
"SOP Team Performance Monitoring Meeting &#40;Example & Template&#41;",https://flevy.com/browse/marketplace/sop-team-performance-monitoring-meeting-example-and-template-6651,"Organization, Change, & HR",Word,6,"UJ Consulting","SOP Team Performance Monitoring Meeting Template (docx): Download weekly agenda, meeting flowchart, and note forms to optimize team performance and continuous improvement."
"Current State Analysis &#40;CSA&#41; - Team Self-Assessment Tool",https://flevy.com/browse/marketplace/current-state-analysis-csa-team-self-assessment-tool-3583,"Organization, Change, & HR",PowerPoint,110,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a &#40;annual&#41; Team Self-Assessment Questionnaire and Scoring System."
"Objective, Goals, Strategies And Measures &#40;OGSM&#41;",https://flevy.com/browse/marketplace/objective-goals-strategies-and-measures-ogsm-8069,"Organization, Change, & HR",PowerPoint,115,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategic Management Initiatives."
"Procurement: Supplier Negotiation Skills",https://flevy.com/browse/marketplace/procurement-supplier-negotiation-skills-2238,"Organization, Change, & HR",PowerPoint,56,"Procurement Solutions Group","Enhance your supplier negotiation skills with this expert PPT, crafted by seasoned consultants. Master strategies for win-win outcomes and effective preparation."
"Workplace Leadership",https://flevy.com/browse/marketplace/workplace-leadership-1052,"Organization, Change, & HR",PowerPoint,107,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Executive Team Building",https://flevy.com/browse/marketplace/executive-team-building-1408,"Organization, Change, & HR",PowerPoint,38,"McCarthy & Affiliates","Enhance executive performance with this comprehensive PPT on Team Building, crafted by an experienced consultant. Optimize strategy, alignment, and outcomes."
"Leadership Theories & Models",https://flevy.com/browse/marketplace/leadership-theories-and-models-1272,"Organization, Change, & HR",Word,73,"Grant Stanley","Leadership Theories & Models (docx): Download detailed explanations of leadership models, philosophies, and styles. Includes management vs leadership roles and glossary."
